Time,Accel
5.74,3.513577E-04
5.745,-1.711721E-03
5.75,-4.053116E-03
5.755,-6.421742E-03
5.76,-8.442084E-03
5.765,-1.003611E-02
5.77,-1.131088E-02
5.775,-1.226252E-02
5.78,-1.275722E-02
5.785,-1.272096E-02
5.79,-1.215749E-02
5.795,-1.114764E-02
5.8,-9.722318E-03
5.805,-7.685256E-03
5.81,-4.776359E-03
5.815,-1.075316E-03
5.82,3.091576E-03
5.825,7.344532E-03
5.83,1.135545E-02
5.835,1.495567E-02
5.84,1.801085E-02
5.845,2.019075E-02
5.85,2.125581E-02
5.855,2.116811E-02
5.86,1.998786E-02
5.865,1.773331E-02
5.87,1.444402E-02
5.875,1.056980E-02
5.88,6.618470E-03
5.885,2.722847E-03
5.89,-1.178719E-03
5.895,-4.851696E-03
5.9,-7.905939E-03
5.905,-1.026654E-02
5.91,-1.231120E-02
5.915,-1.434174E-02
5.92,-1.605024E-02
5.925,-1.689946E-02
5.93,-1.682797E-02
5.935,-1.636714E-02
5.94,-1.590920E-02
5.945,-1.507018E-02
5.95,-1.317681E-02
5.955,-1.015758E-02
5.96,-6.622109E-03
5.965,-3.131248E-03
5.97,1.662229E-04
5.975,3.281162E-03
5.98,6.041266E-03
5.985,8.174463E-03
5.99,9.591509E-03
5.995,1.034627E-02
6,1.045022E-02
6.005,9.738881E-03
6.01,8.164569E-03
6.015,6.310246E-03
6.02,5.151255E-03
6.025,5.243666E-03
6.03,6.329113E-03
6.035,7.682672E-03
6.04,8.664028E-03
6.045,9.008035E-03
6.05,8.836156E-03
6.055,8.316223E-03
6.06,7.559505E-03
6.065,6.623521E-03
6.07,5.287342E-03
6.075,3.113805E-03
6.08,-2.506537E-05
6.085,-3.493008E-03
6.09,-6.368091E-03
6.095,-8.058062E-03
6.1,-8.483745E-03
6.105,-7.912186E-03
6.11,-6.800029E-03
6.115,-5.583997E-03
6.12,-4.507355E-03
6.125,-3.521207E-03
6.13,-2.466580E-03
6.135,-1.310045E-03
6.14,-1.115414E-04
6.145,8.390794E-04
6.15,1.187759E-03
6.155,1.034607E-03
6.16,1.033307E-03
6.165,1.851535E-03
6.17,3.446668E-03
6.175,5.296405E-03
6.18,6.985099E-03
6.185,8.324053E-03
6.19,9.124801E-03
6.195,9.028010E-03
6.2,7.805544E-03
6.205,5.818612E-03
6.21,3.491221E-03
6.215,7.135123E-04
6.22,-2.765795E-03
6.225,-6.615609E-03
6.23,-9.982759E-03
6.235,-1.221316E-02
6.24,-1.321147E-02
6.245,-1.325259E-02
6.25,-1.250484E-02
6.255,-1.096850E-02
6.26,-8.703624E-03
6.265,-5.887098E-03
6.27,-2.727600E-03
6.275,3.503977E-04
6.28,2.726869E-03
6.285,4.039473E-03
6.29,4.547517E-03
6.295,4.802969E-03
6.3,5.091583E-03
6.305,5.293471E-03
6.31,5.311656E-03
6.315,5.459725E-03
6.32,6.142742E-03
6.325,7.484669E-03
6.33,9.320396E-03
6.335,1.122109E-02
6.34,1.223457E-02
6.345,1.135659E-02
6.35,8.449839E-03
6.355,4.455041E-03
6.36,7.138939E-04
6.365,-1.850192E-03
6.37,-3.240581E-03
6.375,-4.158464E-03
6.38,-5.293464E-03
6.385,-6.631614E-03
6.39,-7.527095E-03
6.395,-7.492923E-03
6.4,-6.814048E-03
6.405,-6.125615E-03
6.41,-5.761298E-03
6.415,-5.905420E-03
6.42,-6.597678E-03
6.425,-7.503033E-03
6.43,-7.890915E-03
6.435,-7.272694E-03
6.44,-5.883959E-03
6.445,-4.197252E-03
6.45,-2.143973E-03
6.455,4.400822E-04
6.46,3.161102E-03
6.465,5.383090E-03
6.47,6.731413E-03
6.475,7.418919E-03
6.48,7.977845E-03
6.485,8.578825E-03
6.49,8.853251E-03
6.495,8.517136E-03
6.5,7.702278E-03
6.505,6.468586E-03
6.51,4.638207E-03
6.515,2.420467E-03
6.52,5.225590E-04
6.525,-4.877620E-04
6.53,-8.077589E-04
6.535,-1.122579E-03
6.54,-1.733110E-03
6.545,-2.390483E-03
6.55,-2.907712E-03
6.555,-3.590463E-03
6.56,-5.071799E-03
6.565,-7.494186E-03
6.57,-1.019531E-02
6.575,-1.211979E-02
6.58,-1.260380E-02
6.585,-1.188956E-02
6.59,-1.066771E-02
6.595,-9.341807E-03
6.6,-7.747314E-03
6.605,-5.539104E-03
6.61,-2.511730E-03
6.615,1.150865E-03
6.62,4.677516E-03
6.625,7.164952E-03
6.63,8.476250E-03
6.635,9.495733E-03
6.64,1.129240E-02
6.645,1.395181E-02
6.65,1.658458E-02
6.655,1.819111E-02
6.66,1.831306E-02
6.665,1.722190E-02
6.67,1.543006E-02
6.675,1.305427E-02
6.68,9.864912E-03
6.685,5.827118E-03
6.69,1.330110E-03
6.695,-3.227613E-03
6.7,-7.698953E-03
6.705,-1.179676E-02
6.71,-1.493293E-02
6.715,-1.699368E-02
6.72,-1.846210E-02
6.725,-1.946416E-02
6.73,-1.940155E-02
6.735,-1.773293E-02
6.74,-1.484845E-02
6.745,-1.171146E-02
6.75,-8.654036E-03
6.755,-5.164605E-03
6.76,-8.812773E-04
6.765,3.860274E-03
6.77,8.493271E-03
6.775,1.290253E-02
6.78,1.755161E-02
6.785,2.270976E-02
6.79,2.797823E-02
6.795,3.252848E-02
6.8,3.524621E-02
6.805,3.523460E-02
6.81,3.227685E-02
6.815,2.700729E-02
6.82,2.059506E-02
6.825,1.406121E-02
6.83,7.892339E-03
6.835,1.997980E-03
6.84,-4.015727E-03
6.845,-1.050855E-02
6.85,-1.732859E-02
6.855,-2.342773E-02
6.86,-2.736593E-02
6.865,-2.841015E-02
6.87,-2.719799E-02
6.875,-2.519881E-02
6.88,-2.364429E-02
6.885,-2.288906E-02
6.89,-2.240682E-02
6.895,-2.121258E-02
6.9,-1.860881E-02
6.905,-1.479534E-02
6.91,-1.078289E-02
6.915,-7.221040E-03
6.92,-3.543286E-03
6.925,1.158642E-03
6.93,6.969687E-03
6.935,1.327730E-02
6.94,1.957805E-02
6.945,2.542083E-02
6.95,3.016030E-02
6.955,3.315691E-02
6.96,3.396418E-02
6.965,3.215782E-02
6.97,2.744148E-02
6.975,2.029039E-02
6.98,1.233877E-02
6.985,5.605334E-03
6.99,9.978933E-04
6.995,-2.375948E-03
7,-6.196438E-03
7.005,-1.126765E-02
7.01,-1.691884E-02
7.015,-2.176033E-02
7.02,-2.474973E-02
7.025,-2.597721E-02
7.03,-2.653191E-02
7.035,-2.753179E-02
7.04,-2.919701E-02
7.045,-3.102980E-02
7.05,-3.218386E-02
7.055,-3.159375E-02
7.06,-2.833912E-02
7.065,-2.219158E-02
7.07,-1.383948E-02
7.075,-4.509259E-03
7.08,4.824509E-03
7.085,1.371389E-02
7.09,2.183025E-02
7.095,2.861947E-02
7.1,3.349998E-02
7.105,3.636354E-02
7.11,3.761173E-02
7.115,3.743586E-02
7.12,3.547966E-02
7.125,3.147842E-02
7.13,2.612050E-02
7.135,2.075089E-02
7.14,1.604485E-02
7.145,1.138419E-02
7.15,5.910989E-03
7.155,-4.283958E-04
7.16,-6.991628E-03
7.165,-1.306331E-02
7.17,-1.818333E-02
7.175,-2.214442E-02
7.18,-2.528116E-02
7.185,-2.860528E-02
7.19,-3.301498E-02
7.195,-3.822158E-02
7.2,-4.266967E-02
7.205,-4.439440E-02
7.21,-4.196037E-02
7.215,-3.519198E-02
7.22,-2.554401E-02
7.225,-1.552489E-02
7.23,-7.194997E-03
7.235,-9.182404E-04
7.24,4.376999E-03
7.245,9.947272E-03
7.25,1.608649E-02
7.255,2.198718E-02
7.26,2.648035E-02
7.265,2.865277E-02
7.27,2.826147E-02
7.275,2.595069E-02
7.28,2.276998E-02
7.285,1.962220E-02
7.29,1.698516E-02
7.295,1.473548E-02
7.3,1.215345E-02
7.305,8.229395E-03
7.31,2.403254E-03
7.315,-4.869318E-03
7.32,-1.235084E-02
7.325,-1.895917E-02
7.33,-2.431830E-02
7.335,-2.837023E-02
7.34,-3.081222E-02
7.345,-3.115750E-02
7.35,-2.944217E-02
7.355,-2.633534E-02
7.36,-2.251440E-02
7.365,-1.835733E-02
7.37,-1.396428E-02
7.375,-8.980588E-03
7.38,-2.640567E-03
7.385,5.301369E-03
7.39,1.382164E-02
7.395,2.122360E-02
7.4,2.654843E-02
7.405,3.011225E-02
7.41,3.256541E-02
7.415,3.411326E-02
7.42,3.478956E-02
7.425,3.491549E-02
7.43,3.459571E-02
7.435,3.331371E-02
7.44,3.026718E-02
7.445,2.518778E-02
7.45,1.864918E-02
7.455,1.156005E-02
7.46,4.630817E-03
7.465,-1.619008E-03
7.47,-6.986482E-03
7.475,-1.178422E-02
7.48,-1.643754E-02
7.485,-2.086568E-02
7.49,-2.455271E-02
7.495,-2.705961E-02
7.5,-2.824852E-02
7.505,-2.813036E-02
7.51,-2.697762E-02
7.515,-2.546342E-02
7.52,-2.407707E-02
7.525,-2.242363E-02
7.53,-1.950751E-02
7.535,-1.478805E-02
7.54,-8.689256E-03
7.545,-2.137185E-03
7.55,3.968215E-03
7.555,8.895656E-03
7.56,1.250161E-02
7.565,1.543173E-02
7.57,1.829587E-02
7.575,2.091802E-02
7.58,2.257021E-02
7.585,2.288516E-02
7.59,2.220081E-02
7.595,2.085889E-02
7.6,1.885475E-02
7.605,1.651926E-02
7.61,1.465506E-02
7.615,1.357270E-02
7.62,1.255691E-02
7.625,1.037653E-02
7.63,6.631179E-03
7.635,2.388296E-03
7.64,-1.010912E-03
7.645,-3.364010E-03
7.65,-5.501798E-03
7.655,-8.230941E-03
7.66,-1.158261E-02
7.665,-1.513256E-02
7.67,-1.827749E-02
7.675,-2.016689E-02
7.68,-2.014946E-02
7.685,-1.851110E-02
7.69,-1.631892E-02
7.695,-1.416250E-02
7.7,-1.175499E-02
7.705,-8.893038E-03
7.71,-5.773013E-03
7.715,-2.551352E-03
7.72,6.323782E-04
7.725,3.188558E-03
7.73,4.462386E-03
7.735,5.064245E-03
7.74,6.709546E-03
7.745,1.026098E-02
7.75,1.448955E-02
7.755,1.729035E-02
7.76,1.793846E-02
7.765,1.741948E-02
7.77,1.672507E-02
7.775,1.561186E-02
7.78,1.317991E-02
7.785,9.169065E-03
7.79,4.279795E-03
7.795,-6.260612E-04
7.8,-5.307442E-03
7.805,-1.011123E-02
7.81,-1.519741E-02
7.815,-2.013833E-02
7.82,-2.408745E-02
7.825,-2.592944E-02
7.83,-2.478850E-02
7.835,-2.083874E-02
7.84,-1.556593E-02
7.845,-1.092372E-02
7.85,-7.764538E-03
7.855,-5.199934E-03
7.86,-1.964469E-03
7.865,2.015706E-03
7.87,5.568297E-03
7.875,7.766839E-03
7.88,8.685697E-03
7.885,8.822084E-03
7.89,8.456666E-03
7.895,7.679738E-03
7.9,6.489211E-03
7.905,4.762027E-03
7.91,2.762606E-03
7.915,1.587296E-03
7.92,2.176688E-03
7.925,3.715483E-03
7.93,3.945138E-03
7.935,1.577648E-03
7.94,-2.409423E-03
7.945,-6.218505E-03
7.95,-8.833619E-03
7.955,-9.569999E-03
7.96,-7.719134E-03
7.965,-3.923344E-03
7.97,-5.376332E-04
7.975,7.580475E-04
7.98,9.895382E-04
7.985,2.366383E-03
7.99,5.267703E-03
7.995,7.825083E-03
8,8.303640E-03
8.005,6.716281E-03
8.01,4.303395E-03
8.015,2.074083E-03
8.02,1.733540E-04
8.025,-1.519455E-03
8.03,-2.764785E-03
8.035,-3.279260E-03
8.04,-3.505329E-03
8.045,-4.404739E-03
8.05,-6.235115E-03
8.055,-7.935362E-03
8.06,-8.214922E-03
8.065,-7.037685E-03
8.07,-5.203449E-03
8.075,-3.142398E-03
8.08,-9.126601E-04
8.085,1.232407E-03
8.09,3.361517E-03
8.095,6.338896E-03
8.1,1.083460E-02
8.105,1.631933E-02
8.11,2.150025E-02
8.115,2.514963E-02
8.12,2.624154E-02
8.125,2.408279E-02
8.13,1.913633E-02
8.135,1.323081E-02
8.14,8.237892E-03
8.145,4.625966E-03
8.15,1.565066E-03
8.155,-2.190691E-03
8.16,-7.396714E-03
8.165,-1.348971E-02
8.17,-1.872184E-02
8.175,-2.170514E-02
8.18,-2.258795E-02
8.185,-2.239339E-02
8.19,-2.189697E-02
8.195,-2.108117E-02
8.2,-1.931344E-02
8.205,-1.598429E-02
8.21,-1.112344E-02
8.215,-5.482409E-03
8.22,1.890897E-04
8.225,5.652152E-03
8.23,1.077298E-02
8.235,1.494736E-02
8.24,1.721629E-02
8.245,1.730199E-02
8.25,1.642350E-02
8.255,1.618481E-02
8.26,1.670832E-02
8.265,1.639987E-02
8.27,1.370414E-02
8.275,8.757574E-03
8.28,2.834608E-03
8.285,-3.117301E-03
8.29,-8.860931E-03
8.295,-1.414776E-02
8.3,-1.848368E-02
8.305,-2.165269E-02
8.31,-2.370707E-02
8.315,-2.391845E-02
8.32,-2.089551E-02
8.325,-1.453723E-02
8.33,-7.195215E-03
8.335,-1.828182E-03
8.34,7.353690E-04
8.345,1.955094E-03
8.35,3.534031E-03
8.355,5.683374E-03
8.36,7.471315E-03
8.365,8.307826E-03
8.37,8.653226E-03
8.375,9.480725E-03
8.38,1.139189E-02
8.385,1.438034E-02
8.39,1.818161E-02
8.395,2.255724E-02
8.4,2.663405E-02
8.405,2.892433E-02
8.41,2.850222E-02
8.415,2.564408E-02
8.42,2.115644E-02
8.425,1.565843E-02
8.43,9.704932E-03
8.435,4.132479E-03
8.44,-4.583304E-04
8.445,-4.108136E-03
8.45,-6.987687E-03
8.455,-9.156185E-03
8.46,-1.079561E-02
8.465,-1.201885E-02
8.47,-1.276840E-02
8.475,-1.311584E-02
8.48,-1.346589E-02
8.485,-1.415995E-02
8.49,-1.507633E-02
8.495,-1.624695E-02
8.5,-1.784635E-02
8.505,-1.932801E-02
8.51,-1.958135E-02
8.515,-1.819399E-02
8.52,-1.575035E-02
8.525,-1.294608E-02
8.53,-9.939656E-03
8.535,-6.616134E-03
8.54,-2.980454E-03
8.545,1.016742E-03
8.55,5.491058E-03
8.555,1.015003E-02
8.56,1.398598E-02
8.565,1.591315E-02
8.57,1.589875E-02
8.575,1.505044E-02
8.58,1.438822E-02
8.585,1.363357E-02
8.59,1.176606E-02
8.595,8.639388E-03
8.6,5.419044E-03
8.605,3.170136E-03
8.61,1.459495E-03
8.615,-8.570505E-04
8.62,-3.570122E-03
8.625,-4.867530E-03
8.63,-3.803133E-03
8.635,-2.018603E-03
8.64,-2.037114E-03
8.645,-4.448045E-03
8.65,-7.706401E-03
8.655,-1.039646E-02
8.66,-1.232271E-02
8.665,-1.357395E-02
8.67,-1.382061E-02
8.675,-1.271738E-02
8.68,-1.044586E-02
8.685,-7.363024E-03
8.69,-3.442101E-03
8.695,1.163389E-03
8.7,5.393114E-03
8.705,8.003992E-03
8.71,8.897071E-03
8.715,9.051427E-03
8.72,9.284779E-03
8.725,9.433732E-03
8.73,8.973518E-03
8.735,7.955588E-03
8.74,6.988703E-03
8.745,6.691240E-03
8.75,6.759142E-03
8.755,6.022553E-03
8.76,3.993005E-03
8.765,1.974014E-03
8.77,2.146509E-03
8.775,5.007529E-03
8.78,7.940138E-03
8.785,7.637862E-03
8.79,3.852426E-03
8.795,-3.313121E-04
8.8,-2.530688E-03
8.805,-3.814402E-03
8.81,-6.467215E-03
8.815,-1.029811E-02
8.82,-1.303153E-02
8.825,-1.392802E-02
8.83,-1.480000E-02
8.835,-1.700058E-02
8.84,-1.913439E-02
8.845,-1.890187E-02
8.85,-1.601495E-02
8.855,-1.202594E-02
8.86,-8.166359E-03
8.865,-4.955371E-03
8.87,-2.829478E-03
8.875,-1.713758E-03
8.88,-6.233331E-04
8.885,1.331608E-03
8.89,3.616271E-03
8.895,4.662422E-03
8.9,3.891774E-03
8.905,2.751385E-03
8.91,3.363844E-03
8.915,6.541386E-03
8.92,1.118757E-02
8.925,1.510156E-02
8.93,1.658787E-02
8.935,1.620077E-02
8.94,1.650346E-02
8.945,1.946771E-02
8.95,2.378081E-02
8.955,2.563483E-02
8.96,2.291365E-02
8.965,1.760105E-02
8.97,1.302275E-02
8.975,1.001170E-02
8.98,7.280062E-03
8.985,4.046154E-03
8.99,6.200181E-04
8.995,-2.755731E-03
9,-6.094149E-03
9.005,-8.833529E-03
9.01,-9.964758E-03
9.015,-9.409711E-03
9.02,-8.415332E-03
9.025,-8.295520E-03
9.03,-8.999537E-03
9.035,-9.311699E-03
9.04,-8.379724E-03
9.045,-6.740322E-03
9.05,-5.350760E-03
9.055,-3.921369E-03
9.06,-9.961632E-04
9.065,3.882192E-03
9.07,9.217969E-03
9.075,1.331476E-02
9.08,1.582543E-02
9.085,1.719134E-02
9.09,1.755015E-02
9.095,1.677944E-02
9.1,1.503463E-02
9.105,1.263516E-02
9.11,9.561089E-03
9.115,5.455804E-03
9.12,2.512596E-04
9.125,-5.033380E-03
9.13,-8.756644E-03
9.135,-1.002142E-02
9.14,-9.272471E-03
9.145,-7.539423E-03
9.15,-5.758942E-03
9.155,-4.617163E-03
9.16,-4.582100E-03
9.165,-5.850897E-03
9.17,-7.930570E-03
9.175,-9.616793E-03
9.18,-9.718682E-03
9.185,-7.976928E-03
9.19,-5.306038E-03
9.195,-2.521849E-03
9.2,1.255932E-03
9.205,7.688693E-03
9.21,1.631316E-02
9.215,2.376025E-02
9.22,2.675326E-02
9.225,2.528886E-02
9.23,2.182930E-02
9.235,1.799948E-02
9.24,1.327776E-02
9.245,6.923162E-03
9.25,-1.993315E-04
9.255,-6.181555E-03
9.26,-9.390526E-03
9.265,-8.855837E-03
9.27,-4.977153E-03
9.275,-2.391302E-04
9.28,2.054185E-03
9.285,7.778975E-04
9.29,-1.786247E-03
9.295,-2.627654E-03
9.3,-1.159333E-03
9.305,1.093089E-03
9.31,2.857565E-03
9.315,4.010908E-03
9.32,4.474588E-03
9.325,3.486188E-03
9.33,8.296002E-04
9.335,-2.069136E-03
9.34,-3.267845E-03
9.345,-2.078285E-03
9.35,9.469663E-04
9.355,5.000552E-03
9.36,8.860980E-03
9.365,1.041031E-02
9.37,8.187349E-03
9.375,3.675790E-03
9.38,4.101326E-04
9.385,1.833795E-04
9.39,1.169539E-03
9.395,7.699024E-04
9.4,-7.997595E-04
9.405,-1.264240E-03
9.41,8.167745E-06
9.415,9.073198E-04
9.42,-2.062297E-04
9.425,-1.696760E-03
9.43,-6.963389E-04
9.435,2.564092E-03
9.44,4.261096E-03
9.445,1.487235E-03
9.45,-4.386868E-03
9.455,-9.850658E-03
9.46,-1.341034E-02
9.465,-1.651880E-02
9.47,-2.112052E-02
9.475,-2.752859E-02
9.48,-3.427986E-02
9.485,-3.869822E-02
9.49,-3.773400E-02
9.495,-2.983810E-02
9.5,-1.712225E-02
9.505,-4.720374E-03
9.51,3.140529E-03
9.515,6.111603E-03
9.52,6.285340E-03
9.525,4.589058E-03
9.53,2.308921E-04
9.535,-6.224975E-03
9.54,-1.141184E-02
9.545,-1.210588E-02
9.55,-8.632513E-03
9.555,-4.257550E-03
9.56,-1.717838E-03
9.565,-1.084313E-03
9.57,-5.809810E-04
9.575,1.169132E-03
9.58,3.830302E-03
9.585,6.093199E-03
9.59,6.947956E-03
9.595,6.047026E-03
9.6,3.399642E-03
9.605,-9.365460E-05
9.61,-2.547389E-03
9.615,-3.133656E-03
9.62,-3.260887E-03
9.625,-3.893126E-03
9.63,-2.718974E-03
9.635,3.054016E-03
9.64,1.152292E-02
9.645,1.685502E-02
9.65,1.628704E-02
9.655,1.354059E-02
9.66,1.366104E-02
9.665,1.717515E-02
9.67,2.106709E-02
9.675,2.335475E-02
9.68,2.432524E-02
9.685,2.456885E-02
9.69,2.410390E-02
9.695,2.327751E-02
9.7,2.301168E-02
9.705,2.380576E-02
9.71,2.521227E-02
9.715,2.640522E-02
9.72,2.670741E-02
9.725,2.569975E-02
9.73,2.332947E-02
9.735,2.011579E-02
9.74,1.659012E-02
9.745,1.256046E-02
9.75,7.570991E-03
9.755,1.427716E-03
9.76,-6.166482E-03
9.765,-1.597849E-02
9.77,-2.763589E-02
9.775,-3.810832E-02
9.78,-4.406450E-02
9.785,-4.576898E-02
9.79,-4.713500E-02
9.795,-5.103268E-02
9.8,-5.551744E-02
9.805,-5.580396E-02
9.81,-4.982018E-02
9.815,-4.037572E-02
9.82,-3.120239E-02
9.825,-2.300806E-02
9.83,-1.492090E-02
9.835,-7.720280E-03
9.84,-3.045398E-03
9.845,-1.717581E-04
9.85,4.052403E-03
9.855,1.189070E-02
9.86,2.243849E-02
9.865,3.275138E-02
9.87,4.037713E-02
9.875,4.450518E-02
9.88,4.523928E-02
9.885,4.278463E-02
9.89,3.805164E-02
9.895,3.277006E-02
9.9,2.797048E-02
9.905,2.325271E-02
9.91,1.783047E-02
9.915,1.176451E-02
9.92,5.565326E-03
9.925,-4.718700E-04
9.93,-5.613885E-03
9.935,-8.435955E-03
9.94,-8.204256E-03
9.945,-6.358264E-03
9.95,-5.568245E-03
9.955,-7.199761E-03
9.96,-1.005126E-02
9.965,-1.173315E-02
9.97,-1.080931E-02
9.975,-7.376805E-03
9.98,-2.637835E-03
9.985,1.765297E-03
9.99,4.503503E-03
9.995,5.318112E-03
10,5.516942E-03
10.005,7.234007E-03
10.01,1.128993E-02
10.015,1.590775E-02
10.02,1.845329E-02
10.025,1.866439E-02
10.03,1.859869E-02
10.035,1.946959E-02
10.04,2.014906E-02
10.045,1.900081E-02
10.05,1.602651E-02
10.055,1.244849E-02
10.06,9.151589E-03
10.065,6.198533E-03
10.07,3.571626E-03
10.075,1.213715E-03
10.08,-1.382794E-03
10.085,-4.500440E-03
10.09,-6.929652E-03
10.095,-7.032580E-03
10.1,-5.422003E-03
10.105,-5.097697E-03
10.11,-8.066564E-03
10.115,-1.303327E-02
10.12,-1.728196E-02
10.125,-1.971161E-02
10.13,-2.107641E-02
10.135,-2.183635E-02
10.14,-2.137877E-02
10.145,-1.942976E-02
10.15,-1.700218E-02
10.155,-1.528941E-02
10.16,-1.465326E-02
10.165,-1.519517E-02
10.17,-1.734002E-02
10.175,-2.135082E-02
10.18,-2.659179E-02
10.185,-3.144445E-02
10.19,-3.443350E-02
10.195,-3.471639E-02
10.2,-3.182994E-02
10.205,-2.590993E-02
10.21,-1.800301E-02
10.215,-9.623067E-03
10.22,-1.905605E-03
10.225,4.884147E-03
10.23,1.085623E-02
10.235,1.545648E-02
10.24,1.770419E-02
10.245,1.795503E-02
10.25,1.881343E-02
10.255,2.252419E-02
10.26,2.760152E-02
10.265,3.007840E-02
10.27,2.786919E-02
10.275,2.197566E-02
10.28,1.379214E-02
10.285,4.204441E-03
10.29,-4.888619E-03
10.295,-1.121344E-02
10.3,-1.490668E-02
10.305,-1.870556E-02
10.31,-2.471053E-02
10.315,-3.222617E-02
10.32,-3.925245E-02
10.325,-4.472273E-02
10.33,-4.814259E-02
10.335,-4.823827E-02
10.34,-4.363307E-02
10.345,-3.531817E-02
10.35,-2.761352E-02
10.355,-2.539305E-02
10.36,-2.949785E-02
10.365,-3.495817E-02
10.37,-3.551352E-02
10.375,-3.018477E-02
10.38,-2.343384E-02
10.385,-1.939579E-02
10.39,-1.851503E-02
10.395,-1.936074E-02
10.4,-2.092337E-02
10.405,-2.276106E-02
10.41,-2.475905E-02
10.415,-2.701764E-02
10.42,-2.905569E-02
10.425,-2.971566E-02
10.43,-2.846274E-02
10.435,-2.597472E-02
10.44,-2.279310E-02
10.445,-1.838708E-02
10.45,-1.234669E-02
10.455,-5.813611E-03
10.46,-6.061419E-04
10.465,2.861519E-03
10.47,5.706768E-03
10.475,9.263738E-03
10.48,1.441558E-02
10.485,2.096073E-02
10.49,2.681050E-02
10.495,2.906572E-02
10.5,2.704048E-02
10.505,2.338032E-02
10.51,2.105814E-02
10.515,2.071466E-02
10.52,2.153870E-02
10.525,2.295193E-02
10.53,2.445602E-02
10.535,2.483019E-02
10.54,2.291845E-02
10.545,1.867632E-02
10.55,1.253472E-02
10.555,4.524935E-03
10.56,-5.018357E-03
10.565,-1.440595E-02
10.57,-2.153961E-02
10.575,-2.618946E-02
10.58,-3.033291E-02
10.585,-3.582264E-02
10.59,-4.227885E-02
10.595,-4.747483E-02
10.6,-4.915459E-02
10.605,-4.628010E-02
10.61,-3.944435E-02
10.615,-3.119021E-02
10.62,-2.509617E-02
10.625,-2.284142E-02
10.63,-2.233434E-02
10.635,-2.005760E-02
10.64,-1.517382E-02
10.645,-9.743534E-03
10.65,-5.037882E-03
10.655,-7.791665E-05
10.66,5.936183E-03
10.665,1.187709E-02
10.67,1.595649E-02
10.675,1.700561E-02
10.68,1.450263E-02
10.685,9.328510E-03
10.69,4.479596E-03
10.695,2.906147E-03
10.7,4.475739E-03
10.705,6.168407E-03
10.71,5.527540E-03
10.715,3.219749E-03
10.72,1.837261E-03
10.725,2.590332E-03
10.73,3.710421E-03
10.735,2.884102E-03
10.74,2.434462E-04
10.745,-2.256340E-03
10.75,-3.445585E-03
10.755,-3.706062E-03
10.76,-3.301085E-03
10.765,-1.324645E-03
10.77,2.967996E-03
10.775,8.478873E-03
10.78,1.307240E-02
10.785,1.574138E-02
10.79,1.686696E-02
10.795,1.682851E-02
10.8,1.530808E-02
10.805,1.226032E-02
10.81,8.613866E-03
10.815,5.082757E-03
10.82,1.154539E-03
10.825,-4.184621E-03
10.83,-1.084441E-02
10.835,-1.703504E-02
10.84,-2.040510E-02
10.845,-2.003469E-02
10.85,-1.765836E-02
10.855,-1.616354E-02
10.86,-1.637263E-02
10.865,-1.617313E-02
10.87,-1.334354E-02
10.875,-8.138267E-03
10.88,-2.552490E-03
10.885,1.876886E-03
10.89,4.567378E-03
10.895,5.086363E-03
10.9,2.883505E-03
10.905,-1.822845E-03
10.91,-7.233674E-03
10.915,-1.057192E-02
10.92,-1.001103E-02
10.925,-6.336038E-03
10.93,-2.465317E-03
10.935,-1.105136E-03
10.94,-2.927177E-03
10.945,-6.715096E-03
10.95,-1.050484E-02
10.955,-1.272693E-02
10.96,-1.305954E-02
10.965,-1.301751E-02
10.97,-1.479917E-02
10.975,-1.887557E-02
10.98,-2.331172E-02
10.985,-2.578857E-02
10.99,-2.550381E-02
10.995,-2.303932E-02
11,-1.940933E-02
11.005,-1.529112E-02
11.01,-1.101796E-02
11.015,-7.285388E-03
11.02,-5.136470E-03
11.025,-5.086726E-03
11.03,-6.729938E-03
11.035,-8.910854E-03
11.04,-1.010402E-02
11.045,-9.189067E-03
11.05,-6.581681E-03
11.055,-4.217694E-03
11.06,-3.484819E-03
11.065,-3.203218E-03
11.07,-1.035674E-03
11.075,3.310029E-03
11.08,7.865587E-03
11.085,1.085835E-02
11.09,1.172705E-02
11.095,1.006690E-02
11.1,5.589545E-03
11.105,-4.461833E-04
11.11,-5.361345E-03
11.115,-7.664700E-03
11.12,-8.712739E-03
11.125,-1.083848E-02
11.13,-1.439980E-02
11.135,-1.738874E-02
11.14,-1.786819E-02
11.145,-1.604582E-02
11.15,-1.379238E-02
11.155,-1.294701E-02
11.16,-1.407386E-02
11.165,-1.604227E-02
11.17,-1.657121E-02
11.175,-1.402578E-02
11.18,-8.913072E-03
11.185,-3.366235E-03
11.19,6.030700E-04
11.195,2.728339E-03
11.2,4.486238E-03
11.205,7.310827E-03
11.21,1.107364E-02
11.215,1.470078E-02
11.22,1.763413E-02
11.225,1.981388E-02
11.23,2.091453E-02
11.235,2.030185E-02
11.24,1.742287E-02
11.245,1.245560E-02
11.25,6.582599E-03
11.255,1.188825E-03
11.26,-3.278172E-03
11.265,-7.447625E-03
11.27,-1.202206E-02
11.275,-1.713394E-02
11.28,-2.250450E-02
11.285,-2.750521E-02
11.29,-3.097797E-02
11.295,-3.196510E-02
11.3,-3.056067E-02
11.305,-2.733012E-02
11.31,-2.219918E-02
11.315,-1.520310E-02
11.32,-8.238915E-03
11.325,-3.800907E-03
